student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
325.0,24,female,b.tech,1.24,43.1,yes,7.4,good,online videos,medium,easy,34.8
326.0,18,female,b.com,2.12,80.7,yes,6.8,good,self-study,high,easy,57.7
327.0,18,female,b.tech,5.67,68.7,yes,5.5,average,self-study,high,easy,53.6
328.0,17,female,bca,4.26,80.4,yes,8.2,good,online videos,low,moderate,72.2
329.0,18,male,b.com,3.41,58.1,yes,6.9,average,self-study,low,easy,47.4
330.0,21,male,ba,6.26,50.3,yes,4.6,good,self-study,high,hard,72.4
331.0,21,other,b.com,2.54,46.7,yes,8.9,average,coaching,medium,moderate,48.3
332.0,19,other,bca,0.68,87.2,yes,8.1,good,self-study,low,moderate,50.6
333.0,19,other,b.com,3.17,64.2,yes,8.6,average,mixed,high,moderate,66.7
334.0,23,other,b.tech,6.13,45.0,yes,5.4,poor,online videos,high,moderate,60.4
335.0,20,female,ba,3.79,54.8,yes,5.9,average,group study,medium,easy,58.2
336.0,23,other,b.sc,7.82,91.7,no,6.0,poor,online videos,high,easy,87.2
337.0,24,other,bba,6.85,68.9,yes,5.0,average,mixed,high,moderate,65.4
338.0,19,other,ba,6.33,91.2,no,9.3,good,online videos,medium,easy,84.8
339.0,18,male,ba,6.19,96.7,yes,6.2,good,group study,low,moderate,79.1
340.0,24,male,b.com,4.65,44.0,yes,5.8,average,group study,medium,moderate,57.3
341.0,22,female,bba,7.21,96.6,yes,6.9,good,mixed,low,easy,88.2
342.0,19,female,bba,4.72,62.3,yes,9.7,poor,coaching,medium,easy,66.7
343.0,21,other,diploma,2.98,81.9,no,6.2,good,group study,medium,easy,67.6
344.0,21,male,diploma,1.57,64.2,yes,9.6,average,self-study,medium,hard,53.3
345.0,24,other,b.tech,6.5,76.9,yes,9.6,good,online videos,low,easy,86.3
346.0,19,other,bba,2.97,80.2,yes,5.9,poor,online videos,high,easy,57.2
347.0,24,other,b.tech,6.33,48.0,yes,7.6,poor,coaching,medium,moderate,74.5
348.0,24,male,b.com,7.86,65.9,yes,7.9,good,coaching,high,moderate,100.0
349.0,18,male,bca,3.19,52.4,yes,5.7,average,coaching,low,moderate,55.9
350.0,18,male,ba,2.73,47.2,yes,9.9,poor,mixed,high,moderate,49.7
351.0,21,other,bca,1.36,75.5,yes,7.6,good,self-study,high,easy,53.3
352.0,17,other,diploma,3.8,80.8,yes,8.3,poor,online videos,low,moderate,69.6
353.0,19,female,diploma,5.23,55.5,yes,8.1,good,coaching,low,moderate,66.8
354.0,20,male,bba,2.5,40.6,no,5.3,poor,group study,high,moderate,37.8
355.0,24,female,bba,3.89,98.2,yes,7.6,poor,coaching,medium,hard,80.2
356.0,24,other,bca,4.3,68.5,yes,9.2,good,self-study,medium,moderate,77.2
357.0,18,female,b.sc,2.2,79.1,no,8.6,average,coaching,low,moderate,42.5
358.0,24,male,b.com,0.19,44.5,no,6.7,poor,coaching,high,hard,38.9
359.0,17,female,b.com,1.72,77.2,yes,7.3,good,group study,medium,easy,43.0
360.0,22,female,bca,6.43,85.8,yes,7.8,poor,online videos,high,moderate,100.0
361.0,23,female,b.com,2.22,42.8,yes,6.2,average,online videos,high,moderate,39.8
362.0,24,other,b.tech,0.11,71.4,yes,6.0,poor,group study,medium,easy,28.0
363.0,18,male,bca,3.4,48.5,yes,6.7,poor,online videos,high,easy,68.4
364.0,24,female,bca,5.46,48.8,yes,9.9,good,mixed,low,hard,67.0
365.0,17,other,bba,6.02,76.9,yes,8.2,average,coaching,high,moderate,81.0
366.0,21,male,diploma,3.31,77.2,yes,4.8,average,coaching,medium,moderate,78.0
367.0,20,male,bca,4.57,73.2,yes,4.7,average,group study,medium,moderate,86.2
368.0,19,male,diploma,5.96,70.6,yes,4.8,good,mixed,low,moderate,73.9
369.0,17,female,b.sc,7.11,68.2,yes,9.3,poor,self-study,low,moderate,71.8
370.0,23,male,b.tech,5.12,68.9,yes,4.9,poor,mixed,high,moderate,54.5
371.0,19,other,b.com,5.53,60.1,yes,6.7,average,mixed,low,easy,80.3
372.0,22,male,bca,0.79,55.4,no,7.9,poor,coaching,medium,moderate,37.6
373.0,20,other,diploma,3.36,55.9,yes,8.9,average,self-study,medium,easy,45.6
374.0,19,female,b.tech,7.11,94.5,no,5.9,poor,mixed,medium,easy,96.1
375.0,24,other,bca,1.29,56.0,yes,5.4,poor,self-study,high,moderate,19.7
376.0,17,female,ba,2.48,62.5,yes,4.6,poor,coaching,low,easy,50.6
377.0,22,female,bca,5.42,70.2,yes,4.5,poor,coaching,medium,moderate,47.8
378.0,22,male,bba,7.22,84.6,yes,4.9,good,online videos,high,moderate,97.5
379.0,20,female,b.tech,0.47,86.6,yes,8.1,poor,online videos,high,moderate,45.0
380.0,19,male,ba,6.96,83.3,yes,4.4,average,coaching,medium,easy,96.4
381.0,17,male,b.tech,1.76,58.2,yes,7.9,poor,group study,low,hard,22.9
382.0,24,other,b.com,6.89,49.8,no,9.2,average,mixed,medium,moderate,76.4
383.0,24,other,bca,7.11,89.0,yes,7.1,average,mixed,medium,easy,79.6
384.0,18,male,bba,6.2,92.5,yes,9.6,poor,online videos,high,moderate,71.0
385.0,17,female,bba,7.39,94.8,yes,6.8,average,mixed,high,moderate,100.0
386.0,17,male,bba,7.69,91.5,yes,6.8,poor,group study,low,moderate,90.6
387.0,17,male,b.tech,7.4,61.7,yes,5.0,good,online videos,low,easy,50.8
388.0,23,female,bba,4.11,49.2,yes,7.8,average,group study,medium,easy,67.0
389.0,24,other,ba,3.71,80.2,no,8.6,good,online videos,low,moderate,80.0
390.0,18,male,ba,0.84,79.0,yes,5.2,poor,online videos,high,easy,61.5
391.0,22,female,b.sc,1.73,54.9,yes,7.7,good,mixed,low,easy,27.0
392.0,18,other,bba,5.22,77.2,no,6.5,good,mixed,high,hard,96.0
393.0,19,female,bba,1.02,99.4,yes,9.9,poor,online videos,high,moderate,57.9
394.0,21,male,b.com,7.54,50.1,yes,4.4,average,group study,high,moderate,72.6
395.0,22,female,b.tech,1.82,62.7,no,6.4,good,self-study,medium,moderate,65.9
396.0,23,other,b.tech,0.7,63.5,yes,6.5,poor,mixed,low,moderate,31.3
397.0,17,other,b.com,1.88,52.8,yes,6.8,average,mixed,low,hard,41.1
398.0,18,female,ba,0.39,87.3,yes,5.8,poor,coaching,low,moderate,25.5
399.0,19,male,diploma,1.33,82.4,yes,5.7,poor,online videos,high,moderate,26.7
400.0,19,other,bca,4.7,53.0,yes,6.1,poor,mixed,medium,easy,57.0
401.0,24,other,ba,2.31,91.5,yes,5.0,poor,coaching,low,moderate,74.3
402.0,23,female,b.com,6.41,65.5,yes,4.8,poor,mixed,low,moderate,75.5
403.0,19,other,b.sc,3.24,73.1,yes,9.4,average,self-study,medium,hard,68.8
404.0,24,other,b.tech,5.71,81.1,yes,7.0,poor,mixed,high,easy,62.7
405.0,20,male,b.tech,5.67,92.4,yes,8.7,poor,self-study,low,easy,76.3
406.0,21,female,diploma,1.09,53.6,yes,6.1,average,self-study,medium,moderate,45.7
407.0,20,female,b.tech,0.45,75.5,yes,9.6,good,online videos,medium,easy,53.5
408.0,18,female,diploma,6.74,80.3,yes,8.9,average,coaching,high,moderate,78.1
409.0,24,female,bba,5.61,93.2,yes,9.8,average,self-study,high,moderate,100.0
410.0,17,other,bba,1.4,86.3,yes,8.6,poor,mixed,high,moderate,59.4
411.0,18,male,diploma,5.44,94.9,yes,8.3,average,coaching,low,easy,70.5
412.0,18,female,bca,2.64,44.5,yes,7.6,average,coaching,high,moderate,73.7
413.0,19,male,b.sc,0.45,65.5,yes,8.8,average,group study,high,moderate,42.9
414.0,18,female,diploma,1.83,58.4,yes,5.9,good,self-study,high,easy,56.4
415.0,17,female,b.sc,6.05,69.8,yes,4.4,good,coaching,medium,moderate,76.6
416.0,22,male,ba,3.13,88.6,yes,6.2,average,online videos,low,moderate,47.4
417.0,24,other,bba,4.36,69.6,yes,8.6,average,self-study,high,moderate,76.0
418.0,17,male,b.sc,1.09,42.1,yes,4.6,average,mixed,low,easy,19.599000000000004
419.0,19,male,bba,0.74,80.2,yes,9.4,average,mixed,medium,easy,69.5
420.0,21,female,bba,1.91,40.6,yes,7.2,poor,coaching,low,easy,36.7
421.0,24,other,diploma,3.78,45.9,yes,8.8,average,self-study,high,hard,56.1
422.0,22,male,diploma,6.78,83.7,yes,7.1,average,mixed,low,moderate,81.5
423.0,23,female,b.com,6.11,89.9,yes,9.0,average,coaching,high,moderate,100.0
424.0,21,female,bba,1.28,59.1,yes,9.9,good,self-study,low,moderate,35.6
425.0,20,other,bca,0.57,74.1,yes,8.9,average,self-study,low,moderate,38.1
426.0,18,male,b.tech,1.8,72.8,yes,9.3,good,online videos,high,moderate,80.9
427.0,23,male,bba,6.82,43.3,no,8.9,average,mixed,medium,moderate,82.3
428.0,23,female,diploma,4.13,72.7,yes,6.7,average,mixed,high,moderate,64.6
429.0,17,male,b.tech,6.46,40.7,yes,6.1,poor,mixed,medium,moderate,52.8
430.0,22,other,bca,2.96,89.2,yes,7.4,average,self-study,medium,easy,44.4
431.0,17,male,b.tech,4.72,84.9,yes,5.2,good,self-study,medium,moderate,78.2
432.0,22,female,b.com,4.76,57.0,yes,6.6,good,coaching,low,moderate,59.9
433.0,23,male,bca,5.01,55.7,yes,4.8,average,mixed,high,easy,74.8
434.0,18,other,diploma,3.76,51.4,yes,5.8,poor,self-study,medium,moderate,45.0
435.0,20,female,bca,1.91,97.2,yes,8.2,good,self-study,medium,easy,64.7
436.0,17,male,bca,3.43,90.7,yes,4.4,poor,coaching,low,moderate,57.3
437.0,21,male,b.sc,7.8,90.3,yes,9.5,good,mixed,medium,moderate,96.3
438.0,24,male,bca,2.18,68.0,no,4.3,poor,online videos,medium,moderate,32.1
439.0,17,male,bba,5.8,88.7,yes,5.5,good,coaching,high,moderate,97.9
440.0,20,other,diploma,7.56,75.5,no,9.7,good,mixed,medium,moderate,87.0
441.0,24,female,bba,4.53,58.0,no,9.2,average,coaching,low,moderate,61.9
442.0,19,other,b.tech,3.91,65.8,yes,4.6,good,mixed,high,moderate,59.1
443.0,18,male,ba,0.97,64.5,no,9.2,average,coaching,low,moderate,63.8
444.0,20,other,bca,6.03,61.1,yes,9.1,good,online videos,high,hard,61.3
445.0,21,female,bca,7.29,54.5,yes,6.9,poor,online videos,high,hard,79.4
446.0,22,female,b.com,7.85,63.9,yes,9.2,average,mixed,low,hard,100.0
447.0,19,other,b.sc,1.61,76.0,yes,6.9,average,group study,high,easy,32.0
448.0,24,other,diploma,7.36,51.8,yes,4.9,good,coaching,low,moderate,85.9
449.0,21,other,bca,2.96,48.5,yes,5.4,good,coaching,medium,moderate,49.0
450.0,19,other,diploma,4.95,81.4,yes,6.0,good,online videos,low,moderate,77.6
451.0,24,female,bba,1.79,71.6,yes,6.0,good,self-study,medium,moderate,37.3
452.0,24,other,bca,1.99,61.1,no,8.4,good,online videos,medium,moderate,61.9
453.0,20,other,b.com,4.95,94.5,yes,5.3,poor,group study,medium,hard,62.0
454.0,17,other,bca,3.88,67.7,yes,8.5,poor,coaching,medium,hard,52.3
455.0,21,female,ba,7.72,59.9,yes,7.3,good,self-study,medium,moderate,82.5
456.0,21,male,bca,2.12,53.0,no,7.6,poor,self-study,medium,moderate,30.3
457.0,18,female,b.sc,7.02,59.4,yes,8.3,good,mixed,low,moderate,57.6
458.0,22,male,b.com,3.68,56.4,yes,8.7,average,group study,low,easy,39.7
459.0,23,male,b.sc,1.08,92.0,yes,6.3,average,self-study,medium,easy,62.1
460.0,17,female,b.com,1.91,93.5,no,8.1,poor,coaching,low,easy,55.0
461.0,22,female,bca,6.05,64.8,yes,4.3,average,group study,low,moderate,69.7
462.0,18,female,b.tech,6.61,55.7,yes,8.6,poor,online videos,low,easy,54.5
463.0,22,other,bca,0.32,47.8,yes,8.6,good,self-study,low,hard,38.1
464.0,20,other,bca,3.28,83.0,yes,9.8,average,self-study,low,moderate,60.8
465.0,17,female,bba,3.95,92.7,yes,5.1,poor,self-study,medium,moderate,72.2
466.0,24,female,bba,4.92,64.7,yes,4.8,good,group study,high,moderate,71.3
467.0,18,other,b.tech,5.2,92.5,yes,9.5,poor,self-study,low,moderate,66.6
468.0,21,male,bba,6.64,54.9,yes,6.0,poor,group study,low,hard,58.3
469.0,18,other,b.sc,2.19,76.5,yes,7.6,good,group study,high,hard,60.4
470.0,24,other,b.sc,0.9,44.9,yes,9.7,good,self-study,medium,moderate,45.4
471.0,22,other,diploma,1.49,73.8,yes,8.1,good,mixed,medium,hard,61.6
472.0,23,male,bba,7.49,78.3,yes,5.6,good,coaching,high,hard,87.8
473.0,20,female,diploma,4.37,78.7,yes,4.8,poor,online videos,low,easy,67.0
474.0,20,other,ba,1.75,86.7,no,6.1,average,online videos,medium,moderate,39.9
475.0,22,male,b.com,6.29,45.7,yes,8.0,poor,mixed,low,moderate,59.5
476.0,23,male,diploma,4.7,56.7,yes,9.7,average,mixed,low,easy,62.4
477.0,23,female,bba,2.94,81.6,no,4.4,poor,self-study,high,moderate,50.1
478.0,17,female,diploma,0.15,75.5,yes,6.6,good,mixed,high,moderate,52.2
479.0,22,other,b.tech,6.26,97.0,yes,8.8,average,mixed,high,moderate,84.5
480.0,17,female,ba,5.74,87.1,yes,9.2,poor,mixed,medium,moderate,79.8
481.0,19,other,bca,2.1,68.3,yes,9.1,poor,online videos,low,hard,38.8
482.0,23,male,bca,2.12,72.0,yes,8.7,poor,group study,medium,easy,62.6
483.0,19,female,bca,2.17,79.6,yes,5.1,poor,self-study,low,hard,37.0
484.0,23,male,b.sc,5.36,40.6,yes,6.1,poor,mixed,low,moderate,67.0
485.0,20,male,ba,2.35,61.9,yes,7.5,average,mixed,high,hard,59.2
486.0,18,male,b.tech,2.48,47.3,yes,4.8,poor,online videos,low,hard,27.2
487.0,19,other,bca,3.01,54.4,yes,6.4,good,group study,low,easy,64.7
488.0,21,female,bba,7.84,89.8,yes,5.3,poor,group study,low,moderate,97.1
489.0,23,male,b.sc,3.68,72.9,yes,5.8,average,online videos,medium,moderate,53.1
490.0,21,male,bca,3.02,91.6,yes,8.8,good,group study,medium,moderate,72.5
491.0,24,female,bca,3.76,93.3,yes,8.1,good,coaching,high,moderate,93.8
492.0,23,other,b.tech,5.75,88.4,yes,4.1,poor,online videos,high,moderate,72.7
493.0,23,other,b.tech,7.07,85.7,yes,9.6,good,mixed,low,moderate,89.4
494.0,21,male,b.sc,7.91,50.0,yes,7.2,average,group study,medium,easy,73.7
495.0,19,other,b.tech,3.89,56.2,yes,7.9,good,group study,medium,hard,77.0
496.0,20,female,ba,3.68,82.2,no,7.7,average,online videos,high,moderate,81.5
497.0,17,other,diploma,2.64,58.1,yes,4.4,good,self-study,low,moderate,39.5
498.0,19,male,b.tech,6.23,62.5,yes,9.3,average,coaching,high,hard,84.9
499.0,24,female,bba,5.24,96.2,yes,8.1,poor,online videos,high,hard,71.5
500.0,20,other,b.com,2.91,82.4,yes,5.5,good,self-study,low,easy,71.0
501.0,17,male,bca,4.15,46.4,yes,4.5,good,online videos,low,moderate,46.7
502.0,22,other,ba,1.65,83.3,yes,9.9,poor,coaching,high,moderate,66.7
503.0,24,male,bba,5.55,87.6,yes,9.6,poor,mixed,low,moderate,85.8
504.0,23,other,diploma,2.02,94.8,yes,8.3,good,online videos,high,moderate,48.3
505.0,19,other,b.tech,2.8,81.1,yes,7.2,average,group study,high,easy,62.4
506.0,20,other,b.com,0.54,45.7,yes,7.6,poor,coaching,high,easy,23.1
507.0,21,other,b.sc,1.76,85.9,yes,7.0,good,self-study,low,moderate,68.1
508.0,18,male,b.sc,1.56,79.4,yes,9.2,good,self-study,low,moderate,34.7
509.0,19,female,bba,5.88,67.4,yes,8.4,good,online videos,low,moderate,52.9
510.0,18,other,b.tech,5.56,85.6,yes,4.4,average,mixed,low,moderate,88.4
511.0,24,male,b.com,4.31,71.5,yes,6.0,good,group study,high,easy,64.7
512.0,22,male,b.tech,3.1,95.9,yes,8.3,poor,online videos,low,easy,43.7
513.0,23,male,bba,7.12,95.9,yes,9.9,poor,coaching,high,hard,85.4
514.0,23,other,bca,7.07,53.5,yes,8.6,good,group study,high,hard,88.9
515.0,24,male,ba,4.82,66.4,no,7.0,average,mixed,medium,moderate,70.9
516.0,17,female,ba,5.26,51.9,yes,8.6,average,coaching,medium,moderate,78.5
517.0,24,female,ba,6.37,59.8,yes,8.3,average,mixed,low,moderate,70.8
518.0,17,female,b.sc,5.78,53.4,yes,8.3,poor,online videos,medium,moderate,82.2
519.0,20,other,b.com,1.8,70.7,yes,9.7,poor,group study,high,hard,52.4
520.0,21,other,diploma,4.03,40.6,yes,7.7,good,group study,low,moderate,50.4
521.0,19,female,b.tech,1.22,87.5,yes,7.1,good,coaching,high,moderate,56.0
522.0,18,other,bca,6.48,49.5,yes,8.5,poor,coaching,medium,moderate,59.4
523.0,18,male,b.sc,5.23,56.4,yes,9.3,average,mixed,medium,moderate,91.5
524.0,23,other,b.tech,7.83,50.5,yes,7.8,good,self-study,low,easy,62.6
525.0,19,male,b.sc,1.09,61.2,yes,4.1,good,self-study,low,hard,23.6
526.0,19,male,b.sc,4.08,44.6,yes,4.4,good,online videos,medium,easy,52.6
527.0,24,male,b.com,5.79,91.5,yes,9.0,good,online videos,medium,moderate,100.0
528.0,18,male,bca,6.94,64.9,yes,7.0,poor,mixed,medium,moderate,64.4
529.0,24,other,diploma,6.83,95.5,yes,9.9,poor,group study,low,moderate,80.5
530.0,24,male,bba,1.62,42.8,yes,5.3,average,self-study,high,moderate,40.7
531.0,21,other,b.sc,7.86,50.4,yes,8.2,poor,self-study,medium,hard,74.5
532.0,18,female,diploma,7.85,90.1,yes,6.5,good,mixed,high,moderate,100.0
533.0,18,male,bca,7.75,67.8,yes,4.1,poor,coaching,medium,easy,86.7
534.0,19,female,b.tech,4.91,43.6,yes,6.2,good,self-study,medium,easy,83.0
535.0,21,male,b.com,6.66,42.8,yes,5.2,poor,self-study,low,easy,59.7
536.0,18,male,bca,0.61,93.7,yes,7.3,good,coaching,low,easy,62.5
537.0,20,female,b.tech,2.04,55.7,yes,9.2,poor,mixed,medium,hard,32.9
538.0,17,other,b.tech,0.74,64.7,yes,9.9,poor,group study,low,moderate,38.9
539.0,21,female,bba,4.04,93.8,yes,7.3,poor,coaching,low,moderate,60.6
540.0,17,male,b.com,7.72,80.1,yes,9.6,good,self-study,medium,moderate,91.9
541.0,22,other,ba,5.19,86.2,yes,9.2,good,self-study,high,moderate,87.4
542.0,17,other,bca,3.69,68.3,yes,5.2,poor,group study,medium,moderate,56.6
543.0,18,male,ba,6.34,81.7,yes,4.2,poor,group study,low,hard,67.7
544.0,18,other,bba,4.4,75.1,yes,9.2,good,group study,medium,easy,63.1
545.0,23,other,b.tech,3.66,50.2,yes,7.4,good,mixed,low,moderate,46.0
546.0,17,female,b.tech,5.03,74.4,yes,8.7,good,mixed,medium,moderate,67.5
547.0,20,male,b.sc,4.09,95.5,yes,7.9,good,mixed,low,easy,81.5
548.0,21,female,b.sc,5.13,60.7,yes,5.4,average,coaching,high,moderate,72.3
549.0,21,female,b.com,6.42,69.6,yes,6.7,good,mixed,high,moderate,89.9
550.0,22,male,bca,3.7,65.0,yes,6.1,good,group study,medium,moderate,49.7
551.0,23,male,b.sc,3.32,81.3,yes,8.2,average,coaching,high,moderate,68.2
552.0,20,male,b.tech,4.47,77.6,yes,4.3,average,self-study,high,moderate,77.2
553.0,23,male,b.sc,7.24,68.6,yes,6.7,average,online videos,medium,moderate,75.2
554.0,19,other,b.com,3.38,42.8,yes,5.5,good,online videos,low,moderate,61.7
555.0,24,male,b.sc,6.78,55.9,yes,8.2,poor,self-study,low,easy,70.2
556.0,21,female,b.sc,4.94,58.9,yes,6.8,average,mixed,high,easy,64.8
557.0,22,female,bba,0.1,83.9,yes,8.2,good,online videos,medium,easy,60.0
558.0,24,male,b.tech,3.81,63.8,yes,8.8,poor,self-study,medium,moderate,56.2
559.0,23,other,b.sc,1.68,62.7,yes,8.6,average,online videos,low,hard,31.0
560.0,23,other,bca,1.2,66.8,no,9.5,average,mixed,medium,moderate,50.3
561.0,21,female,b.tech,1.88,65.9,yes,4.6,poor,group study,medium,easy,38.9
562.0,17,other,b.tech,5.7,83.1,yes,4.5,poor,self-study,medium,easy,57.6
563.0,20,male,b.tech,5.02,80.2,no,5.4,average,self-study,medium,moderate,61.1
564.0,18,other,ba,4.29,85.8,yes,6.7,poor,coaching,high,easy,56.1
565.0,24,other,bba,3.96,52.4,yes,7.0,average,group study,high,moderate,59.8
566.0,18,female,bba,3.11,84.5,yes,9.4,good,online videos,low,easy,59.7
567.0,18,other,bba,7.09,57.8,yes,9.9,average,online videos,low,moderate,69.4
568.0,18,other,b.tech,7.46,40.6,no,6.0,good,mixed,medium,moderate,85.2
569.0,22,female,b.com,6.12,78.4,yes,9.7,average,group study,medium,hard,100.0
570.0,21,male,bba,2.31,40.7,yes,5.5,average,self-study,medium,moderate,32.2
571.0,24,male,bba,7.31,45.9,no,5.1,poor,coaching,low,easy,72.4
572.0,20,male,b.com,6.55,42.5,yes,8.1,average,mixed,low,moderate,77.9
573.0,19,male,bca,0.99,76.4,yes,6.3,poor,mixed,high,moderate,50.4
574.0,17,other,bca,2.73,52.5,yes,8.8,good,group study,high,moderate,59.5
575.0,17,male,bca,2.62,88.5,yes,9.4,poor,self-study,high,moderate,64.0
576.0,19,other,bca,5.84,61.4,yes,7.4,poor,mixed,low,hard,66.8
577.0,24,male,diploma,4.19,60.1,no,9.2,average,mixed,medium,easy,59.7
578.0,21,female,bca,2.14,70.9,yes,5.9,good,mixed,high,easy,68.0
579.0,24,female,bba,1.85,86.5,yes,4.4,good,coaching,medium,moderate,64.2
580.0,17,male,b.com,3.66,81.8,yes,7.3,average,coaching,low,easy,67.3
581.0,17,male,b.com,5.33,52.4,yes,9.8,average,mixed,low,easy,63.5
582.0,23,male,bca,4.07,85.8,yes,7.7,average,mixed,medium,moderate,77.1
583.0,17,male,b.com,2.09,70.4,yes,8.4,good,mixed,high,moderate,62.5
584.0,17,other,bba,4.96,99.2,yes,9.5,good,coaching,low,easy,100.0
585.0,20,female,ba,7.91,71.0,yes,8.7,poor,online videos,medium,moderate,73.8
586.0,24,other,b.com,1.41,57.2,yes,7.6,good,group study,high,hard,53.2
587.0,22,other,ba,4.23,85.7,yes,8.9,poor,coaching,low,easy,91.6
588.0,17,female,b.tech,3.01,41.8,yes,6.0,good,group study,low,moderate,43.6
589.0,23,other,bba,1.75,83.5,yes,7.5,average,coaching,high,hard,52.2
590.0,23,male,b.tech,7.0,72.6,yes,9.3,good,self-study,high,easy,97.6
591.0,23,female,b.tech,7.66,50.5,yes,6.5,average,self-study,medium,moderate,62.4
592.0,24,female,b.sc,2.8,41.4,yes,8.9,poor,online videos,low,easy,53.0
593.0,18,female,ba,2.78,42.8,yes,8.4,poor,self-study,medium,easy,37.1
594.0,24,other,b.com,0.73,44.9,no,6.0,poor,coaching,medium,hard,32.3
595.0,19,other,diploma,4.94,69.3,yes,7.9,good,coaching,low,moderate,74.9
596.0,23,female,diploma,0.21,82.5,yes,6.6,good,coaching,low,moderate,46.7
597.0,21,male,b.com,3.97,48.0,yes,6.1,good,group study,high,easy,59.0
598.0,23,female,diploma,1.22,49.5,yes,8.2,average,mixed,medium,moderate,38.9
599.0,22,other,b.tech,5.38,88.8,yes,4.9,average,online videos,high,moderate,74.8
600.0,22,other,b.sc,7.43,53.7,no,8.0,good,coaching,low,moderate,90.5
601.0,21,other,b.com,0.71,89.7,yes,4.9,poor,self-study,high,easy,39.5
602.0,23,male,diploma,6.22,45.7,yes,6.9,good,group study,high,easy,100.0
603.0,22,male,ba,6.64,90.2,yes,8.6,average,self-study,high,moderate,89.9
604.0,18,female,bba,1.41,84.0,yes,8.0,poor,coaching,high,easy,67.9
605.0,23,female,bba,7.38,48.9,yes,6.3,good,coaching,high,moderate,82.3
606.0,21,female,ba,4.97,60.3,yes,6.7,poor,online videos,medium,moderate,55.5
607.0,19,other,diploma,4.28,60.0,yes,5.5,poor,group study,medium,hard,47.9
608.0,21,female,diploma,5.37,48.0,yes,6.5,good,online videos,medium,moderate,83.9
609.0,24,female,ba,2.3,62.6,yes,9.4,poor,self-study,medium,moderate,48.8
610.0,23,other,bba,0.2,80.7,yes,9.1,good,group study,medium,moderate,44.9
611.0,23,female,bba,3.54,83.8,yes,4.6,poor,mixed,high,moderate,45.6
612.0,20,female,bba,5.95,52.2,yes,5.1,good,group study,high,moderate,79.1
613.0,23,male,b.tech,7.35,83.3,yes,4.2,poor,self-study,low,easy,75.6
614.0,20,female,b.sc,3.44,56.0,yes,6.5,poor,online videos,medium,easy,58.0
615.0,22,female,diploma,2.11,42.6,yes,9.0,poor,mixed,low,easy,34.3
616.0,22,male,b.sc,1.05,51.7,yes,7.5,average,mixed,high,moderate,48.2
617.0,18,male,bba,7.48,60.5,no,5.4,good,coaching,medium,moderate,97.1
618.0,19,other,diploma,1.85,42.2,yes,6.4,poor,self-study,high,hard,25.2
619.0,17,male,bba,7.29,45.7,yes,4.6,poor,online videos,medium,easy,74.7
620.0,18,male,b.sc,1.47,61.4,no,6.3,average,group study,medium,easy,25.6
621.0,20,male,diploma,0.15,95.5,yes,6.2,average,online videos,medium,moderate,50.1
